input,answer,model_response
What consolidation therapy is recommended for patients with limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation?,"For patients with limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation, consolidation with durvalumab for two years or until progression is recommended.","For patients with limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation, consolidation with durvalumab for two years or until progression is recommended."
What should be the approach regarding postoperative supervised therapy after carpal tunnel release?,Postoperative supervised therapy should not be routinely prescribed after carpal tunnel release.,Postoperative supervised therapy should not be routinely prescribed after carpal tunnel release.
"What is the recommended timing for initiating PPH treatment bundle interventions, and what should be done if not all bundle components are available?","All interventions in the PPH treatment bundle should ideally be initiated within the first 15 minutes after a diagnosis of PPH. If not all bundle interventions are available, available components should be initiated in a timely and standardized manner.","All interventions in the PPH treatment bundle should ideally be initiated within the first 15 minutes after a diagnosis of PPH. If not all bundle interventions are available, available components should be initiated in a timely and standardized manner."
How should testing for respiratory viruses be performed?,Testing for respiratory viruses should be performed following FDA-approved manufacturers' recommendations.,Testing for respiratory viruses should be performed following FDA-approved manufacturers' recommendations.
What is the recommended first-line treatment regimen for acute simple cystitis in adult females using pivmecillinam?,"Pivmecillinam is recommended as a first-line treatment option for acute simple cystitis in adult females, with a dosage of 185 mg pivmecillinam base (equivalent to 200 mg pivmecillinam hydrochloride) orally three times daily for three to seven days.","Pivmecillinam is recommended as a first-line treatment option for acute simple cystitis in adult females, with a dosage of 185 mg pivmecillinam base (equivalent to 200 mg pivmecillinam hydrochloride) orally three times daily for three to seven days."
What five steps should clinicians take before initiating any new therapy for patients with atopic dermatitis of any severity?,"Clinicians managing all severities of atopic dermatitis should, before issuing any new therapy, (1) ensure the correct diagnosis and identify complicating diagnoses, (2) provide education about the disease and an action plan, (3) address trigger avoidance, (4) ensure proper medication use/adherence, and (5) encourage application of a bland moisturizer titrated to symptomatic benefit (at least once, often multiple times, per day).","Before initiating any new therapy for patients with atopic dermatitis of any severity, clinicians should take the following five steps: 

1. **Assess Adherence**: Assess the patient's adherence to current therapies.
2. **Evaluate Inadequately Controlled Comorbidities**: Evaluate and manage any inadequately controlled comorbidities (e.g., asthma, allergic rhinitis, food allergies).
3. **Provide Education**: Provide education on atopic dermatitis and its therapies.
4. **Discuss Environmental Triggers**: Discuss environmental triggers and their impact on disease control.
5. **Encourage Skin Care**: Encourage a consistent skin care regimen with emollients."
What should comprehensive echocardiographic surveillance include when monitoring pediatric cancer patients?,"Comprehensive echocardiographic surveillance of pediatric cancer patients should include serial assessment of right ventricular size, function, and systolic pressure.","Comprehensive echocardiographic surveillance of pediatric cancer patients should include serial assessment of right ventricular size, function, and systolic pressure."
For which high-risk patients with FH and ASCVD is lipoprotein apheresis considered reasonable?,Lipoprotein apheresis is reasonable for high-risk patients with FH and ASCVD (coronary or peripheral arteries) whose Lp(a) level remains ≥60 mg/dL (∼150 nmol/L) and LDL-C ≥ 100 mg/dL on maximally tolerated lipid-lowering therapy.,Lipoprotein apheresis is reasonable for high-risk patients with familial hypercholesterolemia (FH) and atherosclerotic cardiovascular disease (ASCVD) whose Lp(a) level remains ≥60 mg/dL (∼150 nmol/L) and LDL-C ≥ 100 mg/dL on maximally tolerated lipid-lowering therapy.
"What medications and supplements should be prescribed for patients in the inter-episodic phase of CHS, and what is the minimal effective dosing for TCAs?","In the inter-episodic phase of CHS, clinicians should use tricyclic antidepressants (TCAs; e.g., amitriptyline, nortriptyline), anticonvulsants, and mitochondrial supplements (e.g., vitamin B2, coenzyme Q10), with a minimal effective dosing of TCAs thought to be 75 mg to 100 mg of amitriptyline.","In the inter-episodic phase of CHS, clinicians should use tricyclic antidepressants (TCAs; e.g., amitriptyline, nortriptyline), anticonvulsants, and mitochondrial supplements (e.g., vitamin B2, coenzyme Q10), with a minimal effective dosing of TCAs thought to be 75 mg to 100 mg of amitriptyline."
"In the preoperative evaluation for noncardiac surgery, when should stress testing be considered?",Stress testing should be considered only in select patients with elevated risk and poor or unknown functional capacity if an indication for testing exists independent of planned surgery or if high-risk myocardial ischemia is suspected.,"In the preoperative evaluation for noncardiac surgery, stress testing should be considered only in select patients with elevated risk and poor or unknown functional capacity if an indication for testing exists independent of planned surgery."
How should pathologists validate laboratory-developed tests for PD-L1 expression?,Pathologists who choose to use laboratory-developed tests for PD-L1 expression should validate according to the requirements of their accrediting body.,Pathologists should validate laboratory-developed tests for PD-L1 expression according to the requirements of their accrediting body.
What type of evaluation should patients undergo before renal denervation?,Patients should be evaluated by multidisciplinary teams before they undergo renal denervation.,Patients should be evaluated by multidisciplinary teams before they undergo renal denervation.
What approach to supplemental oxygen should be considered for symptom reduction in people with serious respiratory illness?,Either administering or not administering supplemental oxygen may be considered to reduce symptoms in people with serious respiratory illness.,Either administering or not administering supplemental oxygen may be considered to reduce symptoms in people with serious respiratory illness.
What adjunctive therapy is recommended for patients with congenital adrenal hyperplasia due to 21-hydroxylase deficiency (21-OHD CAH) to allow for reduction in glucocorticoid doses while maintaining androgen suppression?,"Crinecerfont, an oral CRF type 1 receptor antagonist, is recommended as adjunctive therapy for patients with congenital adrenal hyperplasia due to 21-hydroxylase deficiency (21-OHD CAH) to allow for reduction in glucocorticoid doses while maintaining androgen suppression.","Crinecerfont, an oral CRF type 1 receptor antagonist, is recommended as adjunctive therapy for patients with congenital adrenal hyperplasia due to 21-hydroxylase deficiency (21-OHD CAH) to allow for reduction in glucocorticoid doses while maintaining androgen suppression."
What alternative to autoinjectors should be considered for anaphylaxis treatment in children and adults weighing ≥30 kg?,Epinephrine nasal spray (neffy) should be considered as an alternative to autoinjectors for anaphylaxis treatment in children and adults weighing ≥30 kg.,Epinephrine nasal spray (neffy) should be considered as an alternative to autoinjectors for anaphylaxis treatment in children and adults weighing ≥30 kg.
What preparation is recommended before all elective colorectal resection?,Mechanical bowel preparation plus oral antibiotics is recommended before all elective colorectal resection.,Mechanical bowel preparation plus oral antibiotics is recommended before all elective colorectal resection.
What is the recommended timing for potassium iodide (KI) administration relative to hospital admission in patients with thyroid storm?,Potassium iodide (KI) is recommended within two days of hospital admission for thyroid storm to reduce length of stay and costs.,Potassium iodide (KI) is recommended within two days of hospital admission for thyroid storm to reduce length of stay and costs.
What specific services and requirements must SMA specialty care centers provide when accepting newborn screening referrals?,"Every SMA specialty care center accepting SMA newborn screening referrals should provide prompt initial evaluation within 2 days, follow-up visits, access to treatment options, confirmatory diagnostic testing, education and resources for caregivers, and coordination with primary care provider and other specialists.","Every SMA specialty care center accepting SMA newborn screening referrals should provide prompt initial evaluation within 2 days, follow-up visits, access to treatment options, confirmatory diagnostic testing, education and resources for caregivers, and coordination with primary care provider and other specialists."
What is the preferred treatment regimen for a patient with a first Helicobacter pylori infection?,"For a patient with a first Helicobacter pylori infection, the preferred treatment regimen is a 14-day course of a bismuth salt, metronidazole or tinidazole, tetracycline, and a proton-pump inhibitor (PPI).","For a patient with a first Helicobacter pylori infection, the preferred treatment regimen is a 14-day course of a bismuth salt, metronidazole or tinidazole, tetracycline, and a proton-pump inhibitor (PPI)."
What treatment is recommended as an alternative to granulocyte colony-stimulating factor for patients ≥12 years of age with WHIM syndrome due to a confirmed CXCR4 variant who have significant lymphopenia and related infections?,Mavorixafor is recommended as an alternative to granulocyte colony-stimulating factor for patients ≥12 years of age with WHIM syndrome due to a confirmed CXCR4 variant who have significant lymphopenia and related infections.,Mavorixafor is recommended as an alternative to granulocyte colony-stimulating factor for patients ≥12 years of age with WHIM syndrome due to a confirmed CXCR4 variant who have significant lymphopenia and related infections.
What treatment should be used to reduce transfusion dependence in patients with lower-risk myelodysplastic syndromes who are refractory to erythropoiesis-stimulating agents?,Imetelstat should be used to reduce transfusion dependence in patients with lower-risk myelodysplastic syndromes who are refractory to erythropoiesis-stimulating agents.,Imetelstat should be used to reduce transfusion dependence in patients with lower-risk myelodysplastic syndromes who are refractory to erythropoiesis-stimulating agents.
What type of EEG monitoring should be performed in post-cardiac arrest patients who are unable to follow commands?,"Spot electroencephalography (EEG), rather than continuous EEG, can be performed in post-cardiac arrest patients who are unable to follow commands.","Spot electroencephalography (EEG), rather than continuous EEG, can be performed in post-cardiac arrest patients who are unable to follow commands."
What method should be used to estimate height from knee-height measurements in children 7 to 12 years old with spinal deformities or extremity contractures?,The Rumapea method should be used to estimate height from knee-height measurements in children 7 to 12 years old with spinal deformities or extremity contractures.,The Rumapea method should be used to estimate height from knee-height measurements in children 7 to 12 years old with spinal deformities or extremity contractures.
"What imaging modalities should be used to monitor gout, and what aspects can they assess?","In gout, ultrasound and DECT can be used to monitor crystal deposition and in case of ultrasound, also inflammation. Both modalities provide additional information on top of clinical and biochemical assessment. In case ultrasound/DECT are not available, CR can be used to assess structural damage due to gout.","In gout, ultrasound and DECT can be used to monitor disease aspects such as crystal deposition, inflammation, and potentially flares. Both modalities provide additional information beyond clinical and biochemical assessment. In contrast, CR and MRI are not recommended for monitoring in gout."
What should trauma centers implement and monitor regarding geriatric trauma response?,Implement defined geriatric trauma activation criteria that are monitored for compliance in trauma centers.,Trauma centers should implement and monitor geriatric trauma activation criteria and response times.
"What screening procedure is recommended for PLHIV younger than 35 who have anal symptoms or abnormalities on digital examination, regardless of history of anal intercourse?","For PLHIV younger than 35 who have anal symptoms or abnormalities on digital examination, standard anoscopy is recommended regardless of history of anal intercourse.","For PLHIV younger than 35 who have anal symptoms or abnormalities on digital examination, standard anoscopy is recommended regardless of history of anal intercourse."
What is the recommended use of pitolisant in children with narcolepsy?,Pitolisant is recommended as an add-on or second-line therapy for narcolepsy in children six years of age and older who do not respond to or tolerate first-line therapies.,Pitolisant is recommended as an add-on or second-line therapy for narcolepsy in children six years of age and older who do not respond to or tolerate first-line therapies.
What therapy formats should not be used as primary treatments for PTSD?,"Group, marital, or family therapy formats should not be used as primary treatments for PTSD.","Group, marital, or family therapy formats should not be used as primary treatments for PTSD."
What is the recommended first-line treatment regimen for acute simple cystitis in adult females?,Use pivmecillinam 185 mg orally three times daily for 3-7 days as a first-line option for treatment of acute simple cystitis in adult females.,"For acute simple cystitis in adult females, the recommended first-line treatment regimen is pivmecillinam 185 mg orally three times daily for three to seven days."
What type of palliative care should be considered for patients with advanced lung cancer as an alternative to early palliative care?,Stepped palliative care should be considered for patients with advanced lung cancer as an alternative to early palliative care.,Stepped palliative care should be considered for patients with advanced lung cancer as an alternative to early palliative care.
What clinical steps should be taken when a patient's suicide screen is positive?,"If suicide screen is positive, conduct a Brief Suicide Safety Assessment (BSSA) and subsequent safety planning and/or referrals as appropriate.","If a patient's suicide screen is positive, conduct a Brief Suicide Safety Assessment (BSSA) and subsequent safety planning and/or referrals as appropriate."
"What blood pressure thresholds should be achieved in adult patients, including those on extracorporeal membrane oxygenation, before BD/DNC testing?","In adult patients, including those on extracorporeal membrane oxygenation, systolic blood pressure ≥100 mm Hg and mean arterial pressure ≥75 mm Hg should be achieved before BD/DNC testing.","In adult patients, including those on extracorporeal membrane oxygenation, systolic blood pressure ≥100 mm Hg and mean arterial pressure ≥75 mm Hg should be achieved before BD/DNC testing."
What influenza vaccine options are acceptable for adult solid organ transplant recipients receiving immunosuppressive medications?,High-dose inactivated influenza vaccine (HD-IIV3) or adjuvanted inactivated influenza vaccine (aIIV3) are acceptable options for adult solid organ transplant recipients receiving immunosuppressive medications.,High-dose inactivated influenza vaccine (HD-IIV3) or adjuvanted inactivated influenza vaccine (aIIV3) are acceptable options for adult solid organ transplant recipients receiving immunosuppressive medications.
What therapy should be used to reduce fatigue in people with serious respiratory illness?,Graded exercise therapy should be used to reduce fatigue in people with serious respiratory illness.,Graded exercise therapy should be used to reduce fatigue in people with serious respiratory illness.
What type of continuous glucose monitoring system should be used for patients with type 1 diabetes?,"For patients with type 1 diabetes, real-time CGM with algorithm-driven insulin pumps should be used rather than intermittently scanned systems.","For patients with type 1 diabetes, real-time CGM with algorithm-driven insulin pumps should be used rather than intermittently scanned systems."
What antibiotic prophylaxis should be administered for patients with moderate-to-severe traumatic brain injury who require mechanical ventilation?,A single dose of ceftriaxone (2 g intravenously) should be administered within 12 hours of intubation for patients with moderate-to-severe traumatic brain injury who require mechanical ventilation.,A single dose of ceftriaxone (2 g intravenously) should be administered within 12 hours of intubation for patients with moderate-to-severe traumatic brain injury who require mechanical ventilation.
"What program should be implemented to facilitate hospice care enrollment for eligible older adult patients following emergency department visits, and within what timeframe?",Multidisciplinary programs should be implemented to identify and enroll eligible older adult patients in hospice care within 96 hours of emergency department visits.,Multidisciplinary programs should be implemented to identify and enroll eligible older adult patients in hospice care within 96 hours of emergency department visits.
What is the current classification of Bictegravir/FTC/TAF for initial HIV therapy during pregnancy?,Bictegravir/FTC/TAF is now considered an alternative for initial HIV therapy during pregnancy.,Bictegravir/FTC/TAF is now considered an alternative for initial HIV therapy during pregnancy.
What imaging modality should clinicians avoid using as a surveillance tool for lung cancer recurrence?,Clinicians should not use 18F-labeled fluorodeoxyglucose positron emission tomography as a surveillance tool for lung cancer recurrence.,Clinicians should not use 18F-labeled fluorodeoxyglucose positron emission tomography as a surveillance tool for lung cancer recurrence.
What COVID-19 vaccination products are recommended for both primary series and boosters?,COVID-19 vaccination with current monovalent 2023–2024 products is recommended for both primary series and boosters.,COVID-19 vaccination with current monovalent 2023–2024 products is recommended for both primary series and boosters.
What immunosuppressive regimen may be preferred for patients with repeated kidney flares or at high-risk for progression to kidney failure due to severe chronic kidney disease?,A triple immunosuppressive regimen of belimumab with glucocorticoids and either MPAA or reduced-dose cyclophosphamide may be preferred in patients with repeated kidney flares or at high-risk for progression to kidney failure due to severe chronic kidney disease.,A triple immunosuppressive regimen of belimumab with glucocorticoids and either MPAA or reduced-dose cyclophosphamide may be preferred in patients with repeated kidney flares or at high-risk for progression to kidney failure due to severe chronic kidney disease.
What should be the criteria for emergent surgical intervention in pregnant IBD patients compared to non-pregnant IBD patients?,Indications for emergent surgical intervention should be the same in pregnant and non-pregnant IBD patients.,Indications for emergent surgical intervention should be the same in pregnant and non-pregnant IBD patients.
What medications should be used in addition to usual care to manage symptoms of cannabinoid hyperemesis syndrome in adult patients?,Use dopamine antagonists such as droperidol or haloperidol in addition to usual care to manage symptoms of cannabinoid hyperemesis syndrome in adult patients.,Use dopamine antagonists such as droperidol or haloperidol in addition to usual care to manage symptoms of cannabinoid hyperemesis syndrome in adult patients.
"How frequently should atherosclerotic cardiovascular disease risk be estimated in adults aged 40-79 years, and what is the purpose of this assessment?","In adults 40-79 years of age, estimation of risk for atherosclerotic cardiovascular disease (ie, nonfatal MI, nonfatal stroke, and fatal CVD) every 1 to 5 years is beneficial to guide decisions on treatments and lifestyle recommendations that may reduce risk for stroke.","In adults aged 40-79 years, estimation of risk for atherosclerotic cardiovascular disease (ie, nonfatal MI, nonfatal stroke, and fatal CVD) every 1 to 5 years is beneficial to guide decisions on treatments and lifestyle recommendations that may reduce risk for stroke."
What treatment option should clinicians consider for obesity in children 6 to <12 years old?,Clinicians should consider liraglutide as a treatment option for obesity in children 6 to <12 years old.,Clinicians should consider liraglutide as a treatment option for obesity in children 6 to <12 years old.
What antibiotic regimen is recommended for patients with traumatic brain injury who require endotracheal intubation to prevent ventilator-associated pneumonia?,A single dose of ceftriaxone 2 g IV is recommended in patients with traumatic brain injury who require endotracheal intubation to decrease the risk of ventilator-associated pneumonia.,A single dose of ceftriaxone 2 g IV is recommended in patients with traumatic brain injury who require endotracheal intubation to decrease the risk of ventilator-associated pneumonia.
What bronchodilator is recommended for COPD patients requiring dual bronchodilator therapy but unable to tolerate one of the other inhaled agents?,Nebulized ensifentrine is recommended as an alternative bronchodilator in COPD patients requiring dual bronchodilator therapy but unable to tolerate one of the other inhaled agents.,Nebulized ensifentrine is recommended as an alternative bronchodilator in COPD patients requiring dual bronchodilator therapy but unable to tolerate one of the other inhaled agents.
What should be considered as a first- or second-line therapy option for adults with moderate to severe ulcerative colitis?,Risankizumab should be considered as a first- or second-line therapy option for adults with moderate to severe ulcerative colitis.,Risankizumab should be considered as a first- or second-line therapy option for adults with moderate to severe ulcerative colitis.
"What consolidation therapy should be given to patients with unresectable, limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation?","Patients with unresectable, limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation should receive consolidation with durvalumab for two years or until progression, whichever comes first.","Patients with unresectable, limited-stage small cell lung cancer who have not experienced progression after concurrent chemoradiation should receive consolidation with durvalumab for two years or until progression, whichever comes first."
How should the quantity of DoxyPEP be determined when writing prescriptions for interested patients?,Patients interested in DoxyPEP should receive a prescription for the expected number of doses until the next visit.,Patients interested in DoxyPEP should receive a prescription for the expected number of doses until the next visit.
What intervention should be used to reduce breathlessness in people with serious respiratory illness?,Increased airflow should be used to reduce breathlessness in people with serious respiratory illness.,Increased airflow should be used to reduce breathlessness in people with serious respiratory illness.
What surgical approach is recommended for patients with stage IB1 cervical cancer with limited stromal invasion (less than 10 mm on excisional specimen or less than 50 percent depth on MRI)?,Simple hysterectomy plus lymphadenectomy is recommended over modified or radical hysterectomy for patients with stage IB1 cervical cancer with limited stromal invasion (less than 10 mm on excisional specimen or less than 50 percent depth on MRI).,"For patients with stage IB1 cervical cancer with limited stromal invasion (less than 10 mm on excisional specimen or less than 50 percent depth on MRI), simple hysterectomy plus lymphadenectomy is recommended over modified or radical hysterectomy."
What two clinical assessments should be performed at each occurrence/recurrence of bladder cancer?,"At the time of each occurrence/recurrence of bladder cancer, assign a clinical stage and classify the patient as ""low-,"" ""intermediate-,"" or ""high-risk.""","At the time of each occurrence/recurrence of bladder cancer, assign a clinical stage and classify the patient as ""low-,"" ""intermediate-,"" or ""high-risk."""
What type of screening is beneficial for identifying additional factors that contribute to stroke risk in individuals ≥18 years of age?,"In individuals ≥18 years of age, periodic screening for social determinants of health (eg, food insecurity, lack of transportation) is beneficial to identify additional factors that contribute to stroke risk.","In individuals ≥18 years of age, periodic screening for social determinants of health (e.g., food insecurity, lack of transportation) is beneficial to identify additional factors that contribute to stroke risk."
What treatment should be used for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available?,Use tenecteplase for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available.,Tenecteplase should be used for large vessel occlusion stroke in the 4.5- to 24-hour window when mechanical thrombectomy is not available.
How should patients with Behçet disease be monitored following their diagnosis?,Patients with Behçet disease should be monitored closely for complications during the first year following diagnosis due to increased mortality risk.,Patients with Behçet disease should be monitored closely for complications during the first year following diagnosis due to increased mortality risk.
"What measurements should be routinely performed, and what imaging should be done when ductal shunt significance is in question?",LVO should be routinely measured. Imaging to determine the diastolic flow direction centrally and peripherally should be performed where ductal shunt significance is in question.,"In cases where ductal shunt significance is in question, routine measurements of LVO, SVO, and CO should be performed along with imaging of diastolic flow direction in central arteries."
What should be considered regarding immunosuppressive therapy for patients with ANCA-associated vasculitis who remain on dialysis and have no extrarenal manifestations of disease?,Consider discontinuation of immunosuppressive therapy after 3 months in patients with ANCA-associated vasculitis who remain on dialysis and who do not have any extrarenal manifestations of disease.,Consider discontinuation of immunosuppressive therapy after 3 months in patients with ANCA-associated vasculitis who remain on dialysis and who do not have any extrarenal manifestations of disease.
What exercise training regimen should be recommended for patients with atrial fibrillation?,Patients with atrial fibrillation should participate in moderate to vigorous exercise training to a target of 210 min/week.,Patients with atrial fibrillation should participate in moderate to vigorous exercise training to a target of 210 min/week.
When is susceptibility testing advised for Helicobacter pylori infection?,Susceptibility testing is advised when choice of salvage therapy for persistent Helicobacter pylori infection is unclear.,Susceptibility testing is advised when choice of salvage therapy for persistent Helicobacter pylori infection is unclear.
What surgical step should be avoided during CIED procedures to reduce risk of hematoma formation and infection?,Capsulectomy should be avoided during CIED procedures to reduce risk of hematoma formation and infection.,Capsulectomy should be avoided during CIED procedures to reduce risk of hematoma formation and infection.
Which diagnostic tests should not be used to diagnose carpal tunnel syndrome?,MRI and Upper Limb Neurodynamic Testing should not be used to diagnose carpal tunnel syndrome.,MRI and Upper Limb Neurodynamic Testing should not be used to diagnose carpal tunnel syndrome.
For which HIV status groups is DoxyPEP appropriate?,DoxyPEP is appropriate for both people living with HIV and those without HIV.,DoxyPEP is appropriate for both people living with HIV and those without HIV.
What pharmacologic agents should be used rather than other medications for individuals who are overweight or obese?,Subcutaneous tirzepatide or semaglutide should be used rather than other agents for pharmacologic therapy in individuals who are overweight or obese.,Subcutaneous tirzepatide or semaglutide should be used rather than other agents for pharmacologic therapy in individuals who are overweight or obese.
What pneumococcal vaccination regimen should be used for adults with indications for pneumococcal vaccination?,"Use pneumococcal conjugate vaccine 21 (PCV21) alone for most adults with indications for pneumococcal vaccination, except for those at increased risk for serotype 4 infection.","For most adults with indications for pneumococcal vaccination, use pneumococcal conjugate vaccine 21 (PCV21) alone without pneumococcal polysaccharide vaccine 23 (PPSV23)."
What type of education should be provided to direct-care non-ICU hospital clinicians?,Focused education of direct-care non-ICU hospital clinicians on recognizing early clinical deterioration should be provided.,Focused education of direct-care non-ICU hospital clinicians on recognizing early clinical deterioration should be provided.
What screening recommendation is given for adults ≥18 years of age to reduce their risk of stroke?,"In individuals ≥18 years of age, periodic screening for modifiable behaviors and medical conditions that increase stroke risk is recommended to reduce risk for stroke.","In individuals ≥18 years of age, periodic screening for modifiable behaviors and medical conditions that increase stroke risk is recommended to reduce risk for stroke."
What should be added to treatment for patients with mild-moderate atopic dermatitis that is refractory to moisturization alone?,"In patients with mild-moderate atopic dermatitis refractory to moisturization alone, add topical crisaborole 2% ointment.","In patients with mild-moderate atopic dermatitis refractory to moisturization alone, add topical crisaborole 2% ointment."
When can synovial fluid analysis be omitted in confirming a diagnosis of gout?,"When characteristic features of monosodium urate (MSU) crystal deposition on ultrasound (i.e., double-contour sign or tophi) or on DECT are identified, synovial fluid analysis is not needed to confirm a diagnosis of gout.","When characteristic features of monosodium urate (MSU) crystal deposition on ultrasound (i.e., double-contour sign or tophi) or on DECT are identified, synovial fluid analysis is not needed to confirm a diagnosis of gout."
"How should the aorta be viewed, interpreted and treated in terms of diagnosis, treatment and surveillance?","It is recommended to view, interpret and treat the aorta in the context of an organ, whereby diagnosis, treatment and surveillance should be approached with this perspective.","It is recommended to view, interpret and treat the aorta in the context of an organ, whereby diagnosis, treatment and surveillance should be approached with this perspective."
What pneumococcal vaccine is recommended for most adults with indications for pneumococcal vaccination?,Pneumococcal conjugate vaccine 21 (PCV21) alone is recommended for most adults with indications for pneumococcal vaccination.,Pneumococcal conjugate vaccine 21 (PCV21) alone is recommended for most adults with indications for pneumococcal vaccination.
What pneumococcal vaccine should be administered in most adults with indications for pneumococcal vaccination?,PCV21 should be administered for pneumococcal vaccination in most adults with indications for pneumococcal vaccination.,PCV21 should be administered for pneumococcal vaccination in most adults with indications for pneumococcal vaccination.
"For patients with high-risk features, what is the recommended duration for extending ADT?","For patients with high-risk features, clinicians may extend ADT to 18 to 24 months.","For patients with high-risk features, clinicians may extend ADT to 18 to 24 months."
What treatment is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy?,"Palopegteriparatide, a long-acting PTH(1-34) prodrug, is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy.","Palopegteriparatide, a long-acting PTH(1-34) prodrug, is recommended as an option for adults with chronic hypoparathyroidism who cannot maintain stable calcium levels with conventional therapy."
When should Doppler tissue imaging be included in TNE assessment and considered for evaluation of heart function?,"Where normative data exist, Doppler tissue imaging should be included in a standard TNE assessment as part of a multiparametric appraisal of heart function. Myocardial velocities should be considered when there is suspected heart dysfunction and disagreement between other modalities.","Where normative data exist, Doppler tissue imaging should be included in a standard TNE assessment as part of a multiparametric appraisal of heart function. Myocardial velocities should be considered when there is suspected heart dysfunction and disagreement between other modalities."
What treatment approach should be used in most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma?,Vorasidenib should be used rather than watchful waiting or postoperative radiation plus chemotherapy in most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma.,Vorasidenib should be used rather than watchful waiting or postoperative radiation plus chemotherapy in most patients with residual disease after maximal safe resection of a newly diagnosed grade 2 IDH-mutant diffuse glioma.
What is the recommendation regarding the use of opioids for treating breathlessness in people with serious respiratory illness?,Opioids should not be used for the treatment of breathlessness in people with serious respiratory illness.,Opioids should not be used for the treatment of breathlessness in people with serious respiratory illness.
